Brend,Cena,Godiste,Gorivo,Karoserija,Kilometraza,Kubikaza,Model,Snaga
ALFA ROMEO,800,2002,Benzin ,Hecbek ,220000,1598,147,120
ALFA ROMEO,650,2002,Benzin ,Hecbek ,300000,1600,147,105
ALFA ROMEO,1700,2001,Benzin ,Hecbek ,187500,1998,147,150
ALFA ROMEO,1900,2004,Dizel ,Hecbek ,210325,1910,147,116
ALFA ROMEO,1300,2002,Dizel ,Hecbek ,310000,1900,147,117
ALFA ROMEO,2500,2006,Benzin + Gas (TNG) ,Hecbek ,217000,1600,147,105
ALFA ROMEO,3250,2007,Dizel ,Limuzina ,175492,1910,147,120
ALFA ROMEO,1100,2002,Dizel ,Hecbek ,243500,1900,147,116
ALFA ROMEO,1650,2002,Dizel ,Hecbek ,250000,1900,147,116
ALFA ROMEO,1750,2005,Dizel ,Limuzina ,200000,1900,147,140
ALFA ROMEO,1300,2001,Benzin ,Hecbek ,230000,1970,147,150
ALFA ROMEO,3200,2005,Dizel ,Hecbek ,189000,1900,147,116
ALFA ROMEO,1000,2001,Dizel ,Hecbek ,24000,1900,147,116
ALFA ROMEO,1650,2001,Dizel ,Hecbek ,196430,1910,147,116
ALFA ROMEO,1600,2002,Dizel ,Hecbek ,243000,1910,147,116
ALFA ROMEO,2600,2006,Dizel ,Hecbek ,237000,1910,147,150
ALFA ROMEO,1000,2004,Benzin ,Hecbek ,220000,1600,147,105
ALFA ROMEO,1950,2002,Dizel ,Limuzina ,200580,1910,147,140
ALFA ROMEO,1350,2002,Benzin ,Hecbek ,155000,1600,147,105
ALFA ROMEO,2800,2007,Dizel ,Hecbek ,165000,1910,147,120
ALFA ROMEO,2450,2005,Dizel ,Hecbek ,287600,1910,147,120
ALFA ROMEO,1550,2002,Dizel ,Limuzina ,187000,1900,147,114
ALFA ROMEO,1350,2002,Benzin ,Limuzina ,250000,1600,147,105
ALFA ROMEO,1250,2002,Benzin ,Hecbek ,212000,1600,147,120
ALFA ROMEO,1100,2002,Benzin ,Hecbek ,275000,1970,147,150
ALFA ROMEO,1590,2003,Dizel ,Limuzina ,186000,1910,147,116
ALFA ROMEO,1650,2003,Dizel ,Hecbek ,180000,1900,147,117
ALFA ROMEO,2200,2004,Dizel ,Hecbek ,189000,1910,147,140
ALFA ROMEO,3000,2007,Dizel ,Hecbek ,200000,1900,147,120
ALFA ROMEO,2000,2005,Dizel ,Limuzina ,268000,1910,147,116
ALFA ROMEO,2299,2006,Dizel ,Hecbek ,184284,1910,147,116
ALFA ROMEO,600,2003,Benzin ,Hecbek ,200000,2000,147,150
ALFA ROMEO,1900,2005,Dizel ,Hecbek ,300000,1900,147,139
ALFA ROMEO,2000,2004,Dizel ,Hecbek ,208000,1910,147,140
ALFA ROMEO,1750,2004,Dizel ,Hecbek ,280000,1810,147,116
ALFA ROMEO,1650,2002,Dizel ,Kupe ,185000,1900,147,116
ALFA ROMEO,1650,2002,Dizel ,Hecbek ,250000,1899,147,116
ALFA ROMEO,1100,2002,Benzin ,Hecbek ,1111,1600,147,105
ALFA ROMEO,1550,2004,Dizel ,Limuzina ,338000,1900,147,140
ALFA ROMEO,1200,2002,Benzin ,Hecbek ,193000,1600,147,106
ALFA ROMEO,1500,2003,Dizel ,Hecbek ,216036,1910,147,140
ALFA ROMEO,1500,2005,Benzin + Gas (TNG) ,Hecbek ,200000,1600,147,105
ALFA ROMEO,2500,2006,Dizel ,Hecbek ,160000,1910,147,120
ALFA ROMEO,1000,2002,Dizel ,Hecbek ,310000,1910,147,116
ALFA ROMEO,1650,2003,Benzin + Gas (TNG) ,Hecbek ,191858,1598,147,105
ALFA ROMEO,2000,2004,Dizel ,Hecbek ,243000,1900,147,139
ALFA ROMEO,1500,2004,Dizel ,Hecbek ,282615,1900,147,140
ALFA ROMEO,2600,2005,Dizel ,Hecbek ,175000,1900,147,185
ALFA ROMEO,1600,2004,Dizel ,Hecbek ,182000,1910,147,116
ALFA ROMEO,1850,2002,Dizel ,Hecbek ,217000,1900,147,116
ALFA ROMEO,1299,2002,Benzin + Gas (TNG) ,Hecbek ,141900,1598,147,105
ALFA ROMEO,1000,2001,Dizel ,Hecbek ,195000,1910,147,116
ALFA ROMEO,1200,2003,Dizel ,Hecbek ,250000,1910,147,116
ALFA ROMEO,2600,2005,Dizel ,Hecbek ,240000,1910,147,120
ALFA ROMEO,1150,2003,Dizel ,Hecbek ,200000,1900,147,139
ALFA ROMEO,1100,2002,Benzin ,Limuzina ,250000,1589,147,105
ALFA ROMEO,1250,2002,Dizel ,Hecbek ,270000,1900,147,116
ALFA ROMEO,2100,2004,Dizel ,Hecbek ,244000,1900,147,140
ALFA ROMEO,1300,2003,Benzin ,Hecbek ,227271,1598,147,120
ALFA ROMEO,1600,2006,Benzin ,Hecbek ,149700,1598,147,105
ALFA ROMEO,2350,2003,Benzin ,Hecbek ,196000,1600,147,120
ALFA ROMEO,2500,2003,Dizel ,Hecbek ,118224,1900,147,116
ALFA ROMEO,2200,2006,Dizel ,Hecbek ,301252,1900,147,150
ALFA ROMEO,1750,2005,Benzin ,Hecbek ,220000,1600,147,120
ALFA ROMEO,2299,2005,Dizel ,Hecbek ,156723,1910,147,116
ALFA ROMEO,1290,2003,Dizel ,Hecbek ,270000,1900,147,137
ALFA ROMEO,2750,2006,Dizel ,Hecbek ,237943,1910,147,150
ALFA ROMEO,2250,2006,Benzin ,Hecbek ,204000,1600,147,105
ALFA ROMEO,1950,2006,Dizel ,Limuzina ,230000,1910,147,116
ALFA ROMEO,600,2003,Benzin + Gas (TNG) ,Hecbek ,192000,2000,147,150
ALFA ROMEO,1350,2002,Benzin + Gas (TNG) ,Hecbek ,202784,1970,147,150
ALFA ROMEO,900,2001,Benzin + Gas (TNG) ,Hecbek ,180000,1600,147,105
ALFA ROMEO,1950,2002,Dizel ,Hecbek ,312000,1900,147,140
ALFA ROMEO,1300,2002,Benzin + Gas (TNG) ,Hecbek ,218400,1600,147,105
ALFA ROMEO,1100,2004,Benzin ,Hecbek ,85000,1600,147,120
ALFA ROMEO,2650,2005,Dizel ,Hecbek ,220000,1900,147,150
ALFA ROMEO,1000,2002,Benzin ,Hecbek ,250000,1600,147,105
ALFA ROMEO,1300,2002,Dizel ,Hecbek ,100000,1000,147,136
ALFA ROMEO,1950,2006,Benzin ,Hecbek ,156400,1600,147,105
ALFA ROMEO,1990,2002,Dizel ,Hecbek ,221460,1910,147,116
ALFA ROMEO,2850,2006,Dizel ,Hecbek ,252000,1998,147,150
ALFA ROMEO,1550,2002,Dizel ,Hecbek ,260000,1900,147,116
ALFA ROMEO,1800,2005,Dizel ,Hecbek ,188000,1910,147,116
ALFA ROMEO,2600,2007,Dizel ,Hecbek ,164335,1900,147,120
ALFA ROMEO,2350,2007,Dizel ,Hecbek ,167253,1900,147,120
ALFA ROMEO,1910,2003,Dizel ,Hecbek ,205000,1900,147,140
ALFA ROMEO,2450,2006,Benzin ,Limuzina ,178000,1598,147,106
ALFA ROMEO,1300,2001,Benzin + Gas (TNG) ,Hecbek ,248000,1600,147,120
ALFA ROMEO,3650,2007,Dizel ,Hecbek ,290000,1900,147,150
ALFA ROMEO,1500,2002,Dizel ,Hecbek ,237000,1900,147,116
ALFA ROMEO,2200,2007,Dizel ,Hecbek ,184655,1910,147,120
ALFA ROMEO,1350,2002,Benzin + Gas (TNG) ,Hecbek ,253040,1600,147,102
ALFA ROMEO,1390,2002,Dizel ,Hecbek ,249856,1910,147,116
ALFA ROMEO,1300,2001,Benzin + Gas (TNG) ,Hecbek ,17000,1600,147,120
ALFA ROMEO,1550,2002,Dizel ,Hecbek ,191250,1910,147,116
ALFA ROMEO,2250,2006,Dizel ,Hecbek ,273000,1910,147,120
ALFA ROMEO,1500,2002,Benzin + Gas (TNG) ,Limuzina ,240000,1600,147,120
ALFA ROMEO,1900,2003,Dizel ,Hecbek ,306726,1900,147,140
ALFA ROMEO,1800,2002,Dizel ,Hecbek ,270000,1900,147,116
ALFA ROMEO,2999,2007,Benzin + Gas (TNG) ,Hecbek ,192500,1598,147,105
ALFA ROMEO,1450,2002,Benzin + Gas (TNG) ,Hecbek ,180000,1600,147,120
ALFA ROMEO,2500,2001,Benzin + Gas (TNG) ,Hecbek ,100000,1600,147,105
ALFA ROMEO,1250,2003,Benzin + Gas (TNG) ,Hecbek ,183000,1598,147,120
ALFA ROMEO,2650,2005,Dizel ,Limuzina ,317000,1900,147,150
ALFA ROMEO,2400,2005,Dizel ,Hecbek ,190700,1900,147,117
ALFA ROMEO,1750,2003,Dizel ,Hecbek ,206000,1900,147,101
ALFA ROMEO,1000,2001,Benzin ,Hecbek ,161500,1600,147,120
ALFA ROMEO,2100,2006,Benzin ,Hecbek ,187000,1600,147,105
ALFA ROMEO,2000,2004,Dizel ,Limuzina ,190000,1900,147,116
ALFA ROMEO,2700,2008,Dizel ,Hecbek ,226125,1910,147,120
ALFA ROMEO,1200,2001,Benzin ,Hecbek ,116627,1598,147,105
ALFA ROMEO,700,2008,Benzin ,Hecbek ,185000,1600,147,105
ALFA ROMEO,1450,2002,Benzin + Gas (TNG) ,Hecbek ,236500,1600,147,106
ALFA ROMEO,500,2001,Dizel ,Hecbek ,250000,1900,147,116
ALFA ROMEO,2900,2006,Dizel ,Hecbek ,184000,1900,147,120
ALFA ROMEO,2700,2001,Dizel ,Hecbek ,252143,1900,147,116
ALFA ROMEO,1550,2006,Benzin ,Hecbek ,230844,1600,147,120
ALFA ROMEO,749,2002,Benzin + Gas (TNG) ,Hecbek ,220000,1997,147,150
ALFA ROMEO,1550,2004,Benzin + Gas (TNG) ,Hecbek ,270000,1970,147,150
ALFA ROMEO,1700,2002,Benzin ,Limuzina ,135280,1598,147,105
ALFA ROMEO,1400,2002,Benzin ,Hecbek ,227345,1600,147,105
ALFA ROMEO,2500,2005,Dizel ,Hecbek ,220000,1910,147,150
ALFA ROMEO,1250,2002,Benzin ,Hecbek ,200000,1575,147,120
ALFA ROMEO,2000,2006,Dizel ,Hecbek ,213000,1900,147,120
ALFA ROMEO,1950,2006,Benzin ,Hecbek ,201155,1598,147,105
ALFA ROMEO,2600,2005,Dizel ,Hecbek ,231824,1910,147,116
ALFA ROMEO,950,2004,Benzin ,Hecbek ,195570,1600,147,143
ALFA ROMEO,2250,2005,Dizel ,Hecbek ,180000,1910,147,116
ALFA ROMEO,2500,2007,Benzin ,Hecbek ,155550,1598,147,120
ALFA ROMEO,2300,2005,Dizel ,Hecbek ,200000,1910,147,150
ALFA ROMEO,999,2003,Benzin ,Hecbek ,230000,1599,147,120
ALFA ROMEO,2200,2006,Dizel ,Hecbek ,313000,1900,147,150
ALFA ROMEO,1690,2006,Dizel ,Hecbek ,210000,1910,147,120
ALFA ROMEO,1500,2001,Benzin ,Hecbek ,121000,1599,147,120
ALFA ROMEO,2200,2006,Dizel ,Hecbek ,214000,1910,147,120
ALFA ROMEO,3850,2007,Dizel ,Hecbek ,215000,1910,147,150
ALFA ROMEO,1400,2001,Dizel ,Hecbek ,24000,1895,147,116
ALFA ROMEO,1500,2001,Benzin ,Hecbek ,203000,1600,147,120
ALFA ROMEO,1000,2001,Benzin ,Hecbek ,240000,1600,147,90
ALFA ROMEO,1450,2003,Benzin + Gas (TNG) ,Hecbek ,187000,1600,147,105
ALFA ROMEO,2390,2007,Dizel ,Hecbek ,175600,1910,147,120
ALFA ROMEO,1500,2002,Dizel ,Hecbek ,265000,1910,147,116
ALFA ROMEO,1250,2003,Dizel ,Hecbek ,240000,1900,147,116
ALFA ROMEO,2000,2002,Benzin ,Hecbek ,214000,1598,147,105
ALFA ROMEO,1200,2001,Benzin ,Kupe ,170000,1598,147,120
ALFA ROMEO,1600,2002,Benzin ,Limuzina ,150000,1598,147,105
ALFA ROMEO,1050,2003,Dizel ,Limuzina ,274000,1900,147,140
ALFA ROMEO,1800,2001,Benzin ,Hecbek ,297000,1970,147,150
ALFA ROMEO,2150,2006,Benzin ,Hecbek ,130000,1600,147,105
ALFA ROMEO,1100,2002,Benzin ,Hecbek ,222200,1600,147,120
ALFA ROMEO,1900,2005,Dizel ,Hecbek ,160000,1910,147,116
ALFA ROMEO,1450,2002,Dizel ,Hecbek ,290000,1910,147,116
ALFA ROMEO,2099,2004,Dizel ,Karavan ,181000,1900,156,116
ALFA ROMEO,2000,2004,Dizel ,Limuzina ,212500,1910,156,140
ALFA ROMEO,1500,2003,Benzin ,Limuzina ,212000,1800,156,140
ALFA ROMEO,2300,2004,Benzin ,Limuzina ,115500,1970,156,166
ALFA ROMEO,1250,2003,Dizel ,Karavan ,202000,1910,156,116
ALFA ROMEO,1390,2003,Benzin ,Karavan ,194000,1798,156,116
ALFA ROMEO,1380,2003,Dizel ,Karavan ,238500,1910,156,140
ALFA ROMEO,1499,2001,Dizel ,Limuzina ,215000,1900,156,105
ALFA ROMEO,2500,2005,Dizel ,Limuzina ,202700,1910,156,150
ALFA ROMEO,2000,2005,Dizel ,Karavan ,240000,1900,156,116
ALFA ROMEO,1100,2003,Dizel ,Karavan ,358000,1900,156,116
ALFA ROMEO,1650,2004,Dizel ,Karavan ,200250,1910,156,141
ALFA ROMEO,1450,2002,Benzin ,Karavan ,159000,1800,156,139
ALFA ROMEO,950,2001,Benzin ,Limuzina ,338000,1747,156,140
ALFA ROMEO,1650,2003,Dizel ,Limuzina ,320000,1910,156,116
ALFA ROMEO,1400,2002,Dizel ,Limuzina ,220000,1910,156,116
ALFA ROMEO,800,2002,Dizel ,Karavan ,2000,1900,156,116
ALFA ROMEO,1000,2002,Dizel ,Karavan ,230000,1890,156,116
ALFA ROMEO,1700,2004,Dizel ,Karavan ,240000,1900,156,140
ALFA ROMEO,1850,2005,Dizel ,Karavan ,240000,1910,156,116
ALFA ROMEO,1750,2001,Benzin + Gas (TNG) ,Karavan ,200000,1970,156,109
ALFA ROMEO,2650,2004,Dizel ,Limuzina ,205000,1918,156,140
ALFA ROMEO,1599,2003,Dizel ,Karavan ,235144,1896,156,116
ALFA ROMEO,1699,2005,Dizel ,Limuzina ,230000,1994,156,116
ALFA ROMEO,2500,2004,Dizel ,Limuzina ,246741,1910,156,140
ALFA ROMEO,1500,2004,Dizel ,Limuzina ,176853,2387,156,150
ALFA ROMEO,1200,2001,Dizel ,Karavan ,270000,1900,156,116
ALFA ROMEO,2000,2003,Dizel ,Karavan ,247000,1910,156,116
ALFA ROMEO,1100,2003,Dizel ,Limuzina ,230000,1910,156,116
ALFA ROMEO,1100,2001,Benzin + Gas (TNG) ,Limuzina ,338000,1800,156,140
ALFA ROMEO,2600,2004,Dizel ,Karavan ,220000,1900,156,140
ALFA ROMEO,1800,2003,Benzin ,Limuzina ,210000,1997,156,166
ALFA ROMEO,1750,2003,Dizel ,Karavan ,280000,1900,156,114
ALFA ROMEO,1199,2002,Dizel ,Karavan ,240000,2400,156,140
ALFA ROMEO,2300,2002,Dizel ,Limuzina ,311000,1900,156,116
ALFA ROMEO,1850,2004,Dizel ,Limuzina ,215000,1910,156,140
ALFA ROMEO,1050,2002,Benzin + Gas (TNG) ,Karavan ,201000,1758,156,139
ALFA ROMEO,1550,2002,Dizel ,Limuzina ,284000,1910,156,116
ALFA ROMEO,1150,2001,Dizel ,Karavan ,200000,1910,156,110
ALFA ROMEO,2900,2003,Benzin + Gas (TNG) ,Limuzina ,145000,1598,156,120
ALFA ROMEO,950,2001,Benzin ,Limuzina ,221209,1747,156,140
ALFA ROMEO,750,2003,Dizel ,Limuzina ,349353,1993,156,117
ALFA ROMEO,2499,2004,Dizel ,Karavan ,224661,1910,156,116
ALFA ROMEO,1800,2003,Dizel ,Limuzina ,198650,1895,156,109
ALFA ROMEO,1700,2002,Dizel ,Karavan ,194000,1910,156,116
ALFA ROMEO,2000,2004,Dizel ,Karavan ,250000,1900,156,116
ALFA ROMEO,1800,2003,Dizel ,Limuzina ,240000,1910,156,141
ALFA ROMEO,1850,2003,Dizel ,Limuzina ,203000,1910,156,116
ALFA ROMEO,1800,2002,Dizel ,Limuzina ,250000,1900,156,116
ALFA ROMEO,1900,2004,Dizel ,Karavan ,266325,1910,156,140
ALFA ROMEO,800,2001,Benzin ,Limuzina ,160971,1978,156,150
ALFA ROMEO,1499,2003,Dizel ,Limuzina ,216000,1910,156,116
ALFA ROMEO,1850,2003,Dizel ,Limuzina ,283000,1910,156,116
ALFA ROMEO,799,2004,Dizel ,Limuzina ,222222,1910,156,116
ALFA ROMEO,1200,2001,Dizel ,Limuzina ,365200,1900,156,110
ALFA ROMEO,800,2001,Benzin + Gas (TNG) ,Limuzina ,204944,1970,156,150
ALFA ROMEO,850,2001,Benzin + Gas (TNG) ,Karavan ,308274,2000,156,150
ALFA ROMEO,1100,2002,Benzin + Gas (TNG) ,Limuzina ,240000,1800,156,141
ALFA ROMEO,1700,2005,Dizel ,Karavan ,191000,1900,156,120
ALFA ROMEO,700,2001,Dizel ,Limuzina ,200000,1900,156,116
ALFA ROMEO,1950,2004,Benzin + Gas (TNG) ,Karavan ,202000,1600,156,120
ALFA ROMEO,1800,2001,Dizel ,Limuzina ,240000,1910,156,116
ALFA ROMEO,700,2000,Dizel ,Karavan ,275000,2387,156,136
ALFA ROMEO,950,2002,Dizel ,Limuzina ,340563,2387,156,140
ALFA ROMEO,980,2001,Benzin ,Karavan ,330000,1800,156,140
ALFA ROMEO,2600,2005,Dizel ,Karavan ,182000,1910,156,120
ALFA ROMEO,1950,2004,Dizel ,Limuzina ,276000,1910,156,139
ALFA ROMEO,2099,2005,Dizel ,Karavan ,163610,1910,156,150
ALFA ROMEO,2150,2004,Dizel ,Limuzina ,236000,1910,156,116
ALFA ROMEO,1900,2003,Dizel ,Limuzina ,165890,1910,156,116
ALFA ROMEO,1400,2001,Dizel ,Karavan ,179435,1910,156,110
ALFA ROMEO,1700,2006,Dizel ,Limuzina ,210000,1900,156,120
ALFA ROMEO,1800,2003,Dizel ,Limuzina ,223000,1900,156,116
ALFA ROMEO,2200,2004,Benzin ,Limuzina ,208210,1998,156,165
ALFA ROMEO,1550,2002,Dizel ,Limuzina ,240000,1897,156,120
ALFA ROMEO,870,2003,Dizel ,Karavan ,265000,1900,156,139
ALFA ROMEO,1050,2002,Benzin + Gas (TNG) ,Limuzina ,340080,1785,156,144
ALFA ROMEO,2000,2004,Dizel ,Karavan ,176000,1900,156,117
ALFA ROMEO,1400,2003,Dizel ,Karavan ,215000,1900,156,116
ALFA ROMEO,1000,2002,Dizel ,Limuzina ,298533,1910,156,116
ALFA ROMEO,1750,2003,Dizel ,Karavan ,190120,1910,156,116
ALFA ROMEO,1950,2002,Dizel ,Karavan ,218032,1897,156,117
ALFA ROMEO,2590,2005,Dizel ,Limuzina ,165000,1910,156,116
ALFA ROMEO,1100,1997,Benzin + Gas (TNG) ,Limuzina ,230000,1787,156,144
ALFA ROMEO,2200,2004,Dizel ,Karavan ,229000,1900,156,126
ALFA ROMEO,1650,2002,Dizel ,Limuzina ,242300,1900,156,120
ALFA ROMEO,3500,2005,Dizel ,Limuzina ,270000,1900,156,150
ALFA ROMEO,970,2002,Dizel ,Limuzina ,290000,1900,156,110
ALFA ROMEO,2500,2001,Benzin + Gas (TNG) ,Limuzina ,198500,1787,156,140
ALFA ROMEO,1500,2005,Dizel ,Limuzina ,300000,1910,156,116
ALFA ROMEO,999,2001,Dizel ,Karavan ,354217,1900,156,109
ALFA ROMEO,1400,2002,Benzin ,Limuzina ,205676,1747,156,140
ALFA ROMEO,1450,2001,Benzin ,Limuzina ,194000,1970,156,155
ALFA ROMEO,2700,2005,Dizel ,Limuzina ,172300,1900,156,150
ALFA ROMEO,2500,2004,Dizel ,Karavan ,298000,1900,156,116
ALFA ROMEO,900,2002,Benzin ,Limuzina ,227000,1800,156,141
ALFA ROMEO,1600,2004,Dizel ,Karavan ,229570,1900,156,140
ALFA ROMEO,1100,2002,Benzin ,Limuzina ,112000,1600,156,120
ALFA ROMEO,1000,2001,Dizel ,Limuzina ,1000,1900,156,116
ALFA ROMEO,2100,2001,Benzin ,Limuzina ,180000,1800,156,140
ALFA ROMEO,1300,2001,Dizel ,Karavan ,279000,1900,156,116
ALFA ROMEO,2200,2005,Dizel ,Karavan ,214000,1900,156,150
ALFA ROMEO,1450,2003,Dizel ,Karavan ,235867,1910,156,140
ALFA ROMEO,1250,2001,Dizel ,Limuzina ,240000,1900,156,109
ALFA ROMEO,1350,2005,Dizel ,Limuzina ,200000,1900,156,120
ALFA ROMEO,1700,2005,Dizel ,Karavan ,240000,1910,156,116
ALFA ROMEO,1600,2004,Dizel ,Limuzina ,308000,1910,156,116
ALFA ROMEO,650,2001,Benzin ,Karavan ,302208,1798,156,140
ALFA ROMEO,2450,2004,Dizel ,Limuzina ,211758,1910,156,140
ALFA ROMEO,1499,2003,Dizel ,Limuzina ,178000,1910,156,116
ALFA ROMEO,999,2001,Dizel ,Karavan ,232323,1910,156,116
ALFA ROMEO,1500,2002,Dizel ,Karavan ,225989,1900,156,116
ALFA ROMEO,2500,2003,Benzin + Gas (TNG) ,Limuzina ,158000,1600,156,120
ALFA ROMEO,2300,2003,Dizel ,Karavan ,245000,1910,156,140
ALFA ROMEO,1200,2002,Benzin + Gas (TNG) ,Limuzina ,300000,1800,156,140
ALFA ROMEO,2000,2005,Dizel ,Karavan ,338000,1900,156,116
ALFA ROMEO,1300,2002,Dizel ,Karavan ,200000,2389,156,140
ALFA ROMEO,2350,2004,Dizel ,Limuzina ,235000,1998,156,143
ALFA ROMEO,900,2000,Benzin + Gas (TNG) ,Limuzina ,265187,1598,156,120
ALFA ROMEO,1550,2001,Dizel ,Karavan ,282000,1899,156,116
ALFA ROMEO,850,1999,Benzin ,Limuzina ,197000,2000,156,155
ALFA ROMEO,2000,2003,Dizel ,Limuzina ,224567,1900,156,140
ALFA ROMEO,1200,2001,Dizel ,Karavan ,306869,1900,156,110
ALFA ROMEO,950,2003,Dizel ,Limuzina ,202056,1896,156,116
ALFA ROMEO,850,2001,Dizel ,Limuzina ,115000,1910,156,110
ALFA ROMEO,500,2003,Benzin ,Limuzina ,218000,1600,156,120
ALFA ROMEO,1450,2003,Dizel ,Karavan ,250000,1910,156,140
ALFA ROMEO,1100,2003,Dizel ,Karavan ,250000,1900,156,140
ALFA ROMEO,1350,2003,Benzin + Gas (TNG) ,Karavan ,225000,1800,156,140
ALFA ROMEO,1600,2002,Dizel ,Karavan ,205000,1910,156,110
ALFA ROMEO,1200,2001,Dizel ,Karavan ,302000,1900,156,110
ALFA ROMEO,1700,2002,Dizel ,Karavan ,300000,1910,156,116
ALFA ROMEO,2400,2004,Dizel ,Karavan ,272000,1894,156,116
ALFA ROMEO,1400,2001,Dizel ,Karavan ,244000,1900,156,109
ALFA ROMEO,1520,2002,Dizel ,Karavan ,247000,1895,156,116
ALFA ROMEO,1150,2001,Dizel ,Karavan ,260258,1910,156,110
ALFA ROMEO,1690,2004,Dizel ,Karavan ,220000,1900,156,140
ALFA ROMEO,1890,2004,Dizel ,Limuzina ,230000,1900,156,116
ALFA ROMEO,1450,2002,Dizel ,Limuzina ,198000,1998,156,116
ALFA ROMEO,2400,2004,Dizel ,Karavan ,180000,1900,156,141
ALFA ROMEO,1500,2004,Dizel ,Karavan ,164000,1956,156,116
ALFA ROMEO,1450,2001,Dizel ,Limuzina ,270000,1900,156,114
ALFA ROMEO,950,2001,Dizel ,Karavan ,300000,1900,156,116
ALFA ROMEO,2320,2003,Dizel ,Karavan ,280000,1900,156,140
ALFA ROMEO,2200,2003,Dizel ,Karavan ,241179,1910,156,140
ALFA ROMEO,1450,2001,Dizel ,Limuzina ,301000,1998,156,101
ALFA ROMEO,2350,2004,Dizel ,Limuzina ,183780,1900,156,116
ALFA ROMEO,1100,2003,Dizel ,Limuzina ,220300,1900,156,140
ALFA ROMEO,800,2002,Dizel ,Karavan ,216000,1910,156,116
ALFA ROMEO,680,2002,Dizel ,Limuzina ,347900,2387,156,140
ALFA ROMEO,1700,2003,Dizel ,Karavan ,223000,1910,156,116
ALFA ROMEO,2550,2004,Dizel ,Karavan ,218000,1910,156,140
ALFA ROMEO,1350,2001,Benzin + Gas (TNG) ,Limuzina ,182000,1990,156,155
ALFA ROMEO,2499,2004,Dizel ,Karavan ,251000,1900,156,140
ALFA ROMEO,1650,2005,Dizel ,Karavan ,140432,1900,156,116
ALFA ROMEO,850,2002,Dizel ,Limuzina ,1880,1900,156,110
ALFA ROMEO,1850,2001,Dizel ,Limuzina ,225600,1910,156,116
ALFA ROMEO,1700,2003,Dizel ,Karavan ,225433,1910,156,116
ALFA ROMEO,1500,2002,Dizel ,Limuzina ,220000,1900,156,109
ALFA ROMEO,1950,2005,Dizel ,Karavan ,206572,1910,156,116
ALFA ROMEO,1200,2002,Dizel ,Limuzina ,410000,1910,156,116
ALFA ROMEO,1400,2000,Benzin + Gas (TNG) ,Limuzina ,230000,1747,156,140
ALFA ROMEO,1650,2003,Dizel ,Karavan ,281000,1910,156,140
ALFA ROMEO,1950,2005,Dizel ,Karavan ,187000,1900,156,150
ALFA ROMEO,1600,2002,Dizel ,Karavan ,250569,1989,156,116
ALFA ROMEO,1700,2003,Dizel ,Limuzina ,340000,1910,156,116
ALFA ROMEO,1600,2002,Benzin ,Limuzina ,194862,1997,156,166
ALFA ROMEO,1400,2001,Dizel ,Karavan ,240000,1981,156,116
ALFA ROMEO,1350,2002,Dizel ,Karavan ,456456,1910,156,116
ALFA ROMEO,850,2003,Dizel ,Limuzina ,170000,1896,156,116
ALFA ROMEO,1800,2002,Dizel ,Limuzina ,251842,1910,156,116
ALFA ROMEO,1600,2003,Dizel ,Karavan ,362000,1900,156,116
ALFA ROMEO,1100,2004,Benzin ,Limuzina ,180000,1755,156,140
ALFA ROMEO,2150,2005,Dizel ,Karavan ,240000,1910,156,116
ALFA ROMEO,1300,2004,Benzin ,Limuzina ,175000,1997,156,166
ALFA ROMEO,1300,2002,Dizel ,Limuzina ,290000,1900,156,117
ALFA ROMEO,1800,2002,Benzin ,Limuzina ,246800,1970,156,166
ALFA ROMEO,2450,2004,Dizel ,Karavan ,202415,1900,156,140
ALFA ROMEO,1199,2001,Benzin + Gas (TNG) ,Karavan ,199820,1747,156,140
ALFA ROMEO,1450,2003,Dizel ,Karavan ,352685,1900,156,116
ALFA ROMEO,700,2000,Benzin ,Limuzina ,193000,1800,156,144
ALFA ROMEO,2500,2005,Dizel ,Karavan ,245000,1900,156,150
ALFA ROMEO,2200,2003,Dizel ,Limuzina ,270000,2000,156,139
ALFA ROMEO,1500,2004,Dizel ,Karavan ,200035,1900,156,139
ALFA ROMEO,1200,2003,Benzin ,Karavan ,265000,1598,156,120
ALFA ROMEO,2500,2001,Dizel ,Karavan ,180000,1900,156,116
ALFA ROMEO,1250,2003,Dizel ,Limuzina ,180000,1910,156,116
ALFA ROMEO,1500,2000,Dizel ,Limuzina ,310000,1900,156,105
ALFA ROMEO,1900,2003,Dizel ,Limuzina ,228000,1900,156,116
ALFA ROMEO,1100,2002,Dizel ,Karavan ,276893,1910,156,140
ALFA ROMEO,1450,2001,Dizel ,Karavan ,250000,1900,156,116
ALFA ROMEO,1900,2003,Dizel ,Limuzina ,223933,1910,156,116
ALFA ROMEO,680,2002,Benzin ,Karavan ,245000,2000,156,166
ALFA ROMEO,950,2001,Dizel ,Karavan ,314000,1900,156,116
ALFA ROMEO,1450,2001,Dizel ,Karavan ,290300,1850,156,116
ALFA ROMEO,1900,2002,Dizel ,Limuzina ,210480,1900,156,116
ALFA ROMEO,1050,2001,Dizel ,Karavan ,20000,1900,156,116
ALFA ROMEO,1200,2001,Benzin + Gas (TNG) ,Karavan ,288000,1779,156,140
ALFA ROMEO,1200,2002,Benzin ,Karavan ,236000,1600,156,120
ALFA ROMEO,1500,2003,Dizel ,Karavan ,244000,1900,156,116
